dateTime,country,profile,age,gender,referral,pageviews,purchased,purchaseAmount
2014-08-12 10:23,United States,Other,45-54,NA,Direct,10,1,57.28
2014-08-15 09:39,United States,Other,55-64,NA,Direct,1,0,0
2014-08-16 17:17,United States,Other,18-24,NA,Direct,4,0,0
2014-08-19 08:12,United States,Other,25-34,NA,Direct,3,0,0
2014-08-20 15:23,United States,Other,35-44,NA,Direct,9,0,0
2014-08-25 20:41,United States,Other,45-54,NA,Direct,3,0,0
2014-08-25 23:54,United States,Other,55-64,NA,Direct,3,0,0
2014-08-27 20:29,United States,Other,18-24,NA,Direct,4,0,0
2014-09-08 13:10,United States,Other,25-34,NA,Direct,6,0,0
2014-09-10 10:50,United States,Other,35-44,NA,Direct,9,0,0
2014-09-10 11:51,United States,Other,45-54,NA,Direct,3,0,0
2014-09-10 13:08,United States,Other,55-64,NA,Direct,11,0,0
2014-09-10 20:23,United States,Other,18-24,NA,Direct,3,0,0
2014-08-05 23:15,United States,Other,45-54,NA,Referred,4,0,0
2014-08-08 17:08,United States,Other,55-64,NA,Referred,3,0,0
2014-08-11 10:29,United States,Other,18-24,NA,Referred,4,0,0
2014-08-13 08:57,United States,Other,25-34,NA,Referred,3,0,0
2014-08-13 14:33,United States,Other,35-44,NA,Referred,5,0,0
2014-08-13 20:50,United States,Other,45-54,NA,Referred,4,0,0
2014-08-20 17:18,United States,Other,55-64,NA,Referred,4,0,0
2014-08-21 00:44,Canada,Other,18-24,NA,Referred,3,0,0
2014-08-27 16:57,United States,Other,25-34,NA,Referred,3,0,0
2014-08-30 17:02,United States,Other,35-44,NA,Referred,4,0,0
2014-09-02 16:53,United States,Other,45-54,NA,Referred,5,0,0
2014-09-03 12:50,United States,Other,55-64,NA,Referred,1,0,0
2014-09-04 14:23,United Kingdom,Other,18-24,NA,Referred,7,0,0
2014-09-05 12:36,Canada,Other,25-34,NA,Referred,3,0,0
2014-09-06 23:52,United States,Other,35-44,NA,Referred,4,0,0
2014-09-06 23:57,United States,Other,45-54,NA,Referred,12,0,0
2014-09-07 16:45,United States,Other,55-64,NA,Referred,11,0,0
2014-09-07 22:18,United States,Other,18-24,NA,Referred,5,0,0
2014-09-08 08:01,United States,Other,25-34,NA,Referred,9,0,0
2014-09-09 01:20,United Arab Emirates,Other,35-44,NA,Referred,10,0,0
2014-08-06 11:26,United States,Other,25-34,NA,Self Referred,6,0,0
2014-08-23 22:29,Australia,Other,35-44,NA,Self Referred,4,0,0
2014-08-01 10:37,United States,Other,25-34,NA,Social,7,0,0
2014-08-01 11:37,United States,Other,35-44,NA,Social,3,0,0
2014-08-05 14:40,United States,Other,45-54,NA,Social,2,0,0
2014-08-06 19:34,United States,Other,55-64,NA,Social,4,0,0
2014-08-07 22:34,United States,Other,18-24,NA,Social,11,1,118.19
2014-09-10 23:55,United States,Other,25-34,NA,Social,11,0,0
2014-07-26 10:37,United States,Other,45-54,NA,Unbranded Search,6,0,0
2014-07-28 19:07,Australia,Other,55-64,NA,Unbranded Search,4,0,0
2014-07-30 00:10,United States,Other,18-24,NA,Unbranded Search,6,0,0
2014-08-04 16:05,Denmark,Other,25-34,NA,Unbranded Search,2,0,0
2014-08-04 18:05,United States,Other,35-44,NA,Unbranded Search,11,0,0
2014-08-05 13:33,Barbados,Other,45-54,NA,Unbranded Search,1,0,0
2014-08-08 03:23,Australia,Other,55-64,NA,Unbranded Search,4,0,0
2014-08-08 16:08,United States,Other,18-24,NA,Unbranded Search,2,0,0
2014-08-11 09:56,Australia,Other,25-34,NA,Unbranded Search,2,0,0
2014-08-15 16:10,Brazil,Other,35-44,NA,Unbranded Search,3,0,0
2014-08-16 15:58,United States,Other,45-54,NA,Unbranded Search,2,0,0
2014-08-16 19:11,United States,Other,55-64,NA,Unbranded Search,2,0,0
2014-08-19 22:36,United States,Other,18-24,NA,Unbranded Search,12,0,0
2014-08-20 15:33,United States,Other,25-34,NA,Unbranded Search,12,1,108.34
2014-08-24 14:47,United States,Other,35-44,NA,Unbranded Search,3,0,0
2014-08-25 16:18,United States,Other,45-54,NA,Unbranded Search,2,0,0
2014-08-26 12:58,United States,Other,55-64,NA,Unbranded Search,7,0,0
2014-08-26 20:12,United States,Other,18-24,NA,Unbranded Search,10,0,0
2014-08-27 10:11,United States,Other,25-34,NA,Unbranded Search,11,0,0
2014-08-28 16:21,United States,Other,35-44,NA,Unbranded Search,8,0,0
2014-08-28 16:27,Canada,Other,45-54,NA,Unbranded Search,3,0,0
2014-08-28 20:36,United States,Other,55-64,NA,Unbranded Search,10,0,0
2014-08-30 13:54,United States,Other,18-24,NA,Unbranded Search,12,0,0
2014-08-31 11:41,United States,Other,25-34,NA,Unbranded Search,1,0,0
2014-08-31 15:39,United States,Other,35-44,NA,Unbranded Search,2,0,0
2014-08-31 21:07,United States,Other,45-54,NA,Unbranded Search,12,0,0
2014-09-03 11:27,United States,Other,55-64,NA,Unbranded Search,3,0,0
2014-09-03 20:09,United States,Other,18-24,NA,Unbranded Search,2,0,0
2014-09-03 21:18,United States,Other,25-34,NA,Unbranded Search,4,0,0
2014-09-06 12:28,United States,Other,35-44,NA,Unbranded Search,10,0,0
2014-09-07 09:52,United States,Other,45-54,NA,Unbranded Search,3,0,0
2014-09-07 13:54,United States,Other,55-64,NA,Unbranded Search,2,0,0
2014-09-08 11:20,United States,Other,18-24,NA,Unbranded Search,3,0,0
2014-09-09 11:30,United States,Other,25-34,NA,Unbranded Search,6,0,0
2014-09-09 20:43,United States,Other,35-44,NA,Unbranded Search,5,0,0
2014-09-09 23:22,United States,Other,45-54,NA,Unbranded Search,11,0,0
2014-09-10 01:00,United States,Other,55-64,NA,Unbranded Search,4,0,0
2014-09-10 13:35,United Kingdom,Other,18-24,NA,Unbranded Search,2,0,0
2014-07-29 11:13,United States,Parent,18-24,Female,Direct,1,0,0
2014-08-15 21:30,United States,Parent,18-24,Female,Referred,12,0,0
2014-07-31 14:16,United States,Parent,18-24,Female,Unbranded Search,4,0,0
2014-08-17 15:05,United States,Parent,18-24,Female,Unbranded Search,2,0,0
2014-08-26 00:33,United States,Parent,18-24,Female,Unbranded Search,3,0,0
2014-08-13 10:46,United States,Parent,25-34,Female,Branded Search,6,0,0
2014-08-31 11:55,United States,Parent,25-34,Female,Branded Search,10,1,107.61
2014-09-05 12:35,United States,Parent,25-34,Female,Branded Search,3,0,0
2014-07-25 14:10,United States,Parent,25-34,Female,Direct,6,0,0
2014-07-29 11:56,United States,Parent,25-34,Female,Direct,2,0,0
2014-07-29 12:00,United States,Parent,25-34,Female,Direct,3,0,0
2014-07-29 18:36,United States,Parent,25-34,Female,Direct,4,0,0
2014-08-01 10:42,United States,Parent,25-34,Female,Direct,2,0,0
2014-08-01 11:34,Australia,Parent,25-34,Female,Direct,12,0,0
2014-08-03 13:45,United States,Parent,25-34,Female,Direct,6,0,0
2014-08-08 23:02,United States,Parent,25-34,Female,Direct,5,0,0
2014-08-13 12:15,United States,Parent,25-34,Female,Direct,10,0,0
2014-08-22 12:21,United States,Parent,25-34,Female,Direct,10,0,0
2014-08-24 19:51,United States,Parent,25-34,Female,Direct,10,0,0
2014-08-25 22:35,United States,Parent,25-34,Female,Direct,3,0,0
2014-08-26 11:40,United States,Parent,25-34,Female,Direct,10,0,0
2014-09-02 15:53,United States,Parent,25-34,Female,Direct,12,0,0
2014-09-03 15:22,United States,Parent,25-34,Female,Direct,10,0,0
2014-09-04 15:31,United States,Parent,25-34,Female,Direct,12,0,0
2014-09-06 11:34,United States,Parent,25-34,Female,Direct,11,0,0
2014-09-11 10:02,United States,Parent,25-34,Female,Direct,12,0,0
2014-08-03 22:25,United States,Parent,25-34,Female,Referred,11,0,0
2014-08-03 23:18,United States,Parent,25-34,Female,Referred,12,0,0
2014-08-12 14:30,Canada,Parent,25-34,Female,Referred,8,0,0
2014-08-16 22:24,United States,Parent,25-34,Female,Referred,2,0,0
2014-08-24 21:09,United States,Parent,25-34,Female,Referred,3,0,0
2014-07-29 18:13,United Kingdom,Parent,25-34,Female,Self Referred,8,0,0
2014-08-01 09:46,United States,Parent,25-34,Female,Self Referred,2,0,0
2014-08-08 18:59,United States,Parent,25-34,Female,Self Referred,12,1,117.33
2014-08-09 18:36,United States,Parent,25-34,Female,Self Referred,6,1,73.13
2014-08-11 00:06,United States,Parent,25-34,Female,Self Referred,2,0,0
2014-08-18 13:26,United States,Parent,25-34,Female,Self Referred,11,1,111.19
2014-07-31 13:28,United States,Parent,25-34,Female,Social,1,0,0
2014-08-06 21:14,United States,Parent,25-34,Female,Social,3,0,0
2014-08-09 09:43,United States,Parent,25-34,Female,Social,12,0,0
2014-07-28 01:20,Philippines,Parent,25-34,Female,Unbranded Search,6,0,0
2014-07-28 11:01,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-07-28 18:14,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-07-29 22:28,United States,Parent,25-34,Female,Unbranded Search,5,0,0
2014-07-30 21:15,United States,Parent,25-34,Female,Unbranded Search,10,1,59.16
2014-08-02 12:46,Canada,Parent,25-34,Female,Unbranded Search,7,0,0
2014-08-02 18:48,United States,Parent,25-34,Female,Unbranded Search,11,1,102.23
2014-08-05 23:39,United States,Parent,25-34,Female,Unbranded Search,5,0,0
2014-08-06 19:11,United States,Parent,25-34,Female,Unbranded Search,11,1,70.66
2014-08-06 23:11,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-08-09 12:02,Canada,Parent,25-34,Female,Unbranded Search,11,0,0
2014-08-10 11:38,United States,Parent,25-34,Female,Unbranded Search,1,0,0
2014-08-12 09:04,United States,Parent,25-34,Female,Unbranded Search,11,0,0
2014-08-20 18:23,United States,Parent,25-34,Female,Unbranded Search,12,0,0
2014-08-21 01:11,United States,Parent,25-34,Female,Unbranded Search,11,0,0
2014-08-21 09:34,United States,Parent,25-34,Female,Unbranded Search,3,0,0
2014-08-22 21:25,United States,Parent,25-34,Female,Unbranded Search,4,0,0
2014-08-27 10:47,United States,Parent,25-34,Female,Unbranded Search,6,0,0
2014-08-27 14:47,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-08-28 03:16,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-08-28 18:54,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-08-29 09:17,United States,Parent,25-34,Female,Unbranded Search,11,0,0
2014-08-29 15:13,Canada,Parent,25-34,Female,Unbranded Search,10,0,0
2014-08-30 22:17,United States,Parent,25-34,Female,Unbranded Search,11,0,0
2014-08-31 22:34,United States,Parent,25-34,Female,Unbranded Search,5,0,0
2014-09-01 15:59,Canada,Parent,25-34,Female,Unbranded Search,12,0,0
2014-09-02 16:38,United States,Parent,25-34,Female,Unbranded Search,11,0,0
2014-09-02 19:12,Canada,Parent,25-34,Female,Unbranded Search,2,0,0
2014-09-03 18:08,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-09-04 22:21,United States,Parent,25-34,Female,Unbranded Search,2,0,0
2014-09-04 22:28,United States,Parent,25-34,Female,Unbranded Search,2,0,0
2014-09-05 08:49,Netherlands,Parent,25-34,Female,Unbranded Search,11,0,0
2014-09-05 14:59,United States,Parent,25-34,Female,Unbranded Search,5,0,0
2014-09-05 15:46,United States,Parent,25-34,Female,Unbranded Search,4,0,0
2014-09-07 09:20,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-09-09 23:45,United States,Parent,25-34,Female,Unbranded Search,10,0,0
2014-09-10 18:02,United States,Parent,25-34,Female,Unbranded Search,12,0,0
2014-07-31 20:25,United States,Parent,35-44,Female,Branded Search,7,0,0
2014-08-12 18:09,United States,Parent,35-44,Female,Branded Search,7,0,0
2014-09-05 11:42,United States,Parent,35-44,Female,Branded Search,11,1,83.06
2014-07-29 12:32,United States,Parent,35-44,Female,Direct,10,0,0
2014-07-29 14:09,United States,Parent,35-44,Female,Direct,11,0,0
2014-07-29 14:42,United States,Parent,35-44,Female,Direct,12,0,0
2014-07-29 15:39,United States,Parent,35-44,Female,Direct,10,0,0
2014-07-29 16:54,United States,Parent,35-44,Female,Direct,2,0,0
2014-07-29 17:21,United States,Parent,35-44,Female,Direct,10,0,0
2014-07-29 22:36,United States,Parent,35-44,Female,Direct,10,0,0
2014-07-30 08:40,United States,Parent,35-44,Female,Direct,10,0,0
2014-07-30 13:33,United States,Parent,35-44,Female,Direct,12,0,0
2014-08-01 12:43,United States,Parent,35-44,Female,Direct,1,0,0
2014-08-04 14:34,United States,Parent,35-44,Female,Direct,4,0,0
2014-08-04 17:44,United States,Parent,35-44,Female,Direct,9,0,0
2014-08-05 00:06,Canada,Parent,35-44,Female,Direct,10,0,0
2014-08-05 19:21,United States,Parent,35-44,Female,Direct,12,1,30.48
2014-08-11 14:28,United States,Parent,35-44,Female,Direct,12,1,113.56
2014-08-13 07:39,United States,Parent,35-44,Female,Direct,1,0,0
2014-08-13 13:15,United States,Parent,35-44,Female,Direct,12,0,0
2014-08-13 14:18,United States,Parent,35-44,Female,Direct,3,0,0
2014-08-13 20:16,United States,Parent,35-44,Female,Direct,4,0,0
2014-08-15 22:13,United States,Parent,35-44,Female,Direct,11,0,0
2014-08-18 11:59,Canada,Parent,35-44,Female,Direct,12,0,0
2014-08-18 20:16,Canada,Parent,35-44,Female,Direct,10,0,0
2014-08-19 14:54,United States,Parent,35-44,Female,Direct,6,0,0
2014-08-21 14:10,United States,Parent,35-44,Female,Direct,10,0,0
2014-08-23 22:58,United States,Parent,35-44,Female,Direct,1,0,0
2014-08-24 18:40,United States,Parent,35-44,Female,Direct,12,1,112.57
2014-08-25 13:45,United States,Parent,35-44,Female,Direct,2,0,0
2014-08-25 16:07,United States,Parent,35-44,Female,Direct,3,0,0
2014-08-25 16:59,United States,Parent,35-44,Female,Direct,2,0,0
2014-08-25 19:59,United States,Parent,35-44,Female,Direct,1,0,0
2014-08-26 15:47,United States,Parent,35-44,Female,Direct,10,1,119.02
2014-08-27 00:06,Australia,Parent,35-44,Female,Direct,3,0,0
2014-08-27 16:48,United States,Parent,35-44,Female,Direct,5,0,0
2014-08-28 13:41,Canada,Parent,35-44,Female,Direct,12,1,87.95
2014-09-02 22:28,United States,Parent,35-44,Female,Direct,4,0,0
2014-09-03 12:21,United States,Parent,35-44,Female,Direct,3,0,0
2014-09-10 10:46,United States,Parent,35-44,Female,Direct,11,0,0
2014-09-10 12:19,United States,Parent,35-44,Female,Direct,9,0,0
2014-09-10 14:02,United States,Parent,35-44,Female,Direct,4,0,0
2014-09-10 14:36,United States,Parent,35-44,Female,Direct,12,0,0
2014-09-10 16:25,United States,Parent,35-44,Female,Direct,11,0,0
2014-09-10 17:44,United States,Parent,35-44,Female,Direct,7,0,0
2014-09-10 22:55,United States,Parent,35-44,Female,Direct,11,0,0
2014-09-11 11:16,United States,Parent,35-44,Female,Direct,11,0,0
2014-07-28 10:53,United States,Parent,35-44,Female,Referred,4,0,0
2014-07-30 00:32,United States,Parent,35-44,Female,Referred,5,0,0
2014-08-03 22:09,United States,Parent,35-44,Female,Referred,9,0,0
2014-08-06 22:59,United States,Parent,35-44,Female,Referred,12,0,0
2014-08-07 19:36,United States,Parent,35-44,Female,Referred,4,0,0
2014-08-08 12:57,Germany,Parent,35-44,Female,Referred,2,0,0
2014-08-09 10:52,United States,Parent,35-44,Female,Referred,3,0,0
2014-08-13 11:21,United States,Parent,35-44,Female,Referred,4,0,0
2014-08-13 20:58,United States,Parent,35-44,Female,Referred,11,0,0
2014-08-19 08:13,United States,Parent,35-44,Female,Referred,12,1,97.94
2014-08-20 01:03,United States,Parent,35-44,Female,Referred,4,0,0
2014-08-20 19:17,United States,Parent,35-44,Female,Referred,11,0,0
2014-08-21 15:12,Ireland,Parent,35-44,Female,Referred,7,0,0
2014-08-21 23:08,United States,Parent,35-44,Female,Referred,11,0,0
2014-08-23 20:07,United States,Parent,35-44,Female,Referred,3,0,0
2014-08-25 15:34,United States,Parent,35-44,Female,Referred,9,0,0
2014-08-27 18:09,United States,Parent,35-44,Female,Referred,6,0,0
2014-08-31 23:47,United States,Parent,35-44,Female,Referred,4,0,0
2014-09-06 16:02,United States,Parent,35-44,Female,Referred,11,1,150.12
2014-09-11 03:44,Spain,Parent,35-44,Female,Referred,3,0,0
2014-07-30 16:27,United States,Parent,35-44,Female,Self Referred,5,1,129.62
2014-08-06 18:18,United States,Parent,35-44,Female,Self Referred,4,0,0
2014-08-14 20:36,United States,Parent,35-44,Female,Self Referred,3,0,0
2014-08-20 14:18,United States,Parent,35-44,Female,Self Referred,11,0,0
2014-09-01 21:15,United States,Parent,35-44,Female,Self Referred,12,0,0
2014-08-05 00:28,Canada,Parent,35-44,Female,Social,3,0,0
2014-08-07 10:28,United States,Parent,35-44,Female,Social,11,0,0
2014-08-08 22:44,United States,Parent,35-44,Female,Social,5,0,0
2014-08-14 13:29,United States,Parent,35-44,Female,Social,2,0,0
2014-08-14 15:07,United States,Parent,35-44,Female,Social,12,0,0
2014-09-10 10:50,United States,Parent,35-44,Female,Social,12,0,0
2014-07-25 15:01,United States,Parent,35-44,Female,Unbranded Search,1,0,0
2014-07-25 15:15,United States,Parent,35-44,Female,Unbranded Search,10,0,0
2014-07-28 18:40,United States,Parent,35-44,Female,Unbranded Search,10,0,0
2014-07-31 01:11,United States,Parent,35-44,Female,Unbranded Search,11,0,0
2014-07-31 06:20,Netherlands,Parent,35-44,Female,Unbranded Search,12,0,0
2014-07-31 22:13,United States,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-02 09:43,United States,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-02 13:37,United States,Parent,35-44,Female,Unbranded Search,10,1,116.3
2014-08-02 14:15,United States,Parent,35-44,Female,Unbranded Search,8,0,0
2014-08-03 22:30,United States,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-04 18:37,United States,Parent,35-44,Female,Unbranded Search,10,1,75.25
2014-08-06 03:46,Australia,Parent,35-44,Female,Unbranded Search,2,0,0
2014-08-06 09:08,United States,Parent,35-44,Female,Unbranded Search,5,0,0
2014-08-06 23:55,United States,Parent,35-44,Female,Unbranded Search,6,0,0
2014-08-07 12:05,United States,Parent,35-44,Female,Unbranded Search,9,0,0
2014-08-08 23:03,United States,Parent,35-44,Female,Unbranded Search,11,0,0
2014-08-11 13:11,United States,Parent,35-44,Female,Unbranded Search,10,0,0
2014-08-11 16:22,United States,Parent,35-44,Female,Unbranded Search,3,0,0
2014-08-11 16:50,United States,Parent,35-44,Female,Unbranded Search,2,0,0
2014-08-12 12:32,United States,Parent,35-44,Female,Unbranded Search,8,0,0
2014-08-13 15:33,Brazil,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-14 08:53,Australia,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-14 10:27,Haiti,Parent,35-44,Female,Unbranded Search,1,0,0
2014-08-15 14:51,United Kingdom,Parent,35-44,Female,Unbranded Search,10,0,0
2014-08-15 16:10,United States,Parent,35-44,Female,Unbranded Search,6,0,0
2014-08-16 13:06,United States,Parent,35-44,Female,Unbranded Search,6,0,0
2014-08-17 10:54,United States,Parent,35-44,Female,Unbranded Search,6,0,0
2014-08-17 23:12,United States,Parent,35-44,Female,Unbranded Search,9,0,0
2014-08-18 18:01,United States,Parent,35-44,Female,Unbranded Search,6,0,0
2014-08-20 11:04,United States,Parent,35-44,Female,Unbranded Search,8,0,0
2014-08-20 23:51,Canada,Parent,35-44,Female,Unbranded Search,2,0,0
2014-08-22 20:47,United States,Parent,35-44,Female,Unbranded Search,7,0,0
2014-08-23 12:46,United States,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-25 21:04,United States,Parent,35-44,Female,Unbranded Search,8,0,0
2014-08-27 15:37,United States,Parent,35-44,Female,Unbranded Search,10,0,0
2014-08-28 17:54,United States,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-28 22:34,United States,Parent,35-44,Female,Unbranded Search,12,1,122.48
2014-08-29 00:14,Canada,Parent,35-44,Female,Unbranded Search,8,0,0
2014-08-29 11:38,United States,Parent,35-44,Female,Unbranded Search,12,1,127.51
2014-08-29 20:36,United States,Parent,35-44,Female,Unbranded Search,3,0,0
2014-08-31 12:42,United States,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-31 16:39,United States,Parent,35-44,Female,Unbranded Search,8,0,0
2014-09-02 15:35,United States,Parent,35-44,Female,Unbranded Search,10,1,80.67
2014-09-04 19:53,United States,Parent,35-44,Female,Unbranded Search,12,0,0
2014-09-06 19:42,United States,Parent,35-44,Female,Unbranded Search,10,0,0
2014-09-07 20:39,United States,Parent,35-44,Female,Unbranded Search,10,0,0
2014-09-09 11:39,United States,Parent,35-44,Female,Unbranded Search,6,0,0
2014-09-09 14:23,United States,Parent,35-44,Female,Unbranded Search,9,0,0
2014-09-09 15:55,United States,Parent,35-44,Female,Unbranded Search,4,0,0
2014-09-10 14:45,United States,Parent,35-44,Female,Unbranded Search,12,0,0
2014-08-13 15:16,Canada,Parent,45-54,Female,Branded Search,11,0,0
2014-07-29 00:23,United States,Parent,45-54,Female,Direct,12,0,0
2014-07-29 20:33,United States,Parent,45-54,Female,Direct,11,1,155.23
2014-07-30 09:29,United States,Parent,45-54,Female,Direct,3,0,0
2014-07-30 11:04,United States,Parent,45-54,Female,Direct,3,0,0
2014-07-31 17:47,United States,Parent,45-54,Female,Direct,8,0,0
2014-08-05 13:48,United States,Parent,45-54,Female,Direct,3,0,0
2014-08-12 15:48,United States,Parent,45-54,Female,Direct,7,1,45.35
2014-08-13 08:59,United States,Parent,45-54,Female,Direct,2,0,0
2014-08-14 04:55,United States,Parent,45-54,Female,Direct,6,0,0
2014-08-14 13:12,United States,Parent,45-54,Female,Direct,10,0,0
2014-08-14 13:49,United States,Parent,45-54,Female,Direct,10,0,0
2014-08-14 15:27,United States,Parent,45-54,Female,Direct,11,0,0
2014-08-19 21:22,United States,Parent,45-54,Female,Direct,11,1,39.97
2014-08-21 11:37,United States,Parent,45-54,Female,Direct,12,1,115.33
2014-08-25 13:53,United States,Parent,45-54,Female,Direct,2,0,0
2014-08-27 22:55,United States,Parent,45-54,Female,Direct,12,1,86.78
2014-08-30 00:38,United States,Parent,45-54,Female,Direct,12,0,0
2014-09-02 14:34,United States,Parent,45-54,Female,Direct,10,0,0
2014-09-03 10:15,United States,Parent,45-54,Female,Direct,1,0,0
2014-09-03 15:27,United States,Parent,45-54,Female,Direct,8,1,88.64
2014-09-04 00:52,United States,Parent,45-54,Female,Direct,6,0,0
2014-08-05 16:16,United States,Parent,45-54,Female,Referred,4,0,0
2014-09-06 16:52,United States,Parent,45-54,Female,Referred,1,0,0
2014-08-04 17:21,United States,Parent,45-54,Female,Self Referred,3,0,0
2014-07-29 18:04,Sweden,Parent,45-54,Female,Unbranded Search,2,0,0
2014-08-02 12:08,United States,Parent,45-54,Female,Unbranded Search,6,0,0
2014-08-04 22:34,United States,Parent,45-54,Female,Unbranded Search,4,0,0
2014-08-05 10:26,United States,Parent,45-54,Female,Unbranded Search,10,1,154.35
2014-08-06 11:17,United States,Parent,45-54,Female,Unbranded Search,10,1,79.86
2014-08-06 11:53,United States,Parent,45-54,Female,Unbranded Search,3,0,0
2014-08-15 16:35,United States,Parent,45-54,Female,Unbranded Search,8,0,0
2014-08-18 13:17,United States,Parent,45-54,Female,Unbranded Search,3,0,0
2014-08-21 23:09,United States,Parent,45-54,Female,Unbranded Search,7,0,0
2014-08-27 20:45,United States,Parent,45-54,Female,Unbranded Search,7,0,0
2014-08-29 10:43,United States,Parent,45-54,Female,Unbranded Search,9,0,0
2014-09-01 22:17,United States,Parent,45-54,Female,Unbranded Search,1,0,0
2014-09-01 23:42,United States,Parent,45-54,Female,Unbranded Search,12,1,86.68
2014-09-02 15:13,United States,Parent,45-54,Female,Unbranded Search,5,0,0
2014-09-04 23:43,United States,Parent,45-54,Female,Unbranded Search,10,1,101.73
2014-09-09 11:16,United States,Parent,45-54,Female,Unbranded Search,10,0,0
2014-07-29 11:52,United States,Parent,55-64,Female,Direct,12,1,90.42
2014-08-15 17:54,Puerto Rico,Parent,55-64,Female,Direct,2,0,0
2014-07-31 19:29,United States,Parent,55-64,Female,Unbranded Search,6,0,0
2014-08-12 13:28,United States,Parent,Less than 18,Female,Direct,2,0,0
2014-08-01 14:15,United States,Parent,Less than 18,Female,Unbranded Search,8,1,109.16
2014-08-12 23:14,United States,Parent,Less than 18,Female,Unbranded Search,10,1,105.67
2014-08-18 01:18,United States,Parent,25-34,Female,Referred,4,0,0
2014-07-29 11:07,Canada,Parent,45-54,Female,Social,3,0,0
2014-08-01 20:13,United States,Parent,45-54,Female,Unbranded Search,4,0,0
2014-08-12 00:31,United States,Parent,45-54,Female,Direct,2,0,0
2014-07-31 15:50,United States,Parent,18-24,Male,Direct,3,0,0
2014-09-11 11:42,United States,Parent,25-34,Male,Direct,4,0,0
2014-07-27 14:33,Canada,Parent,25-34,Male,Referred,1,0,0
2014-08-19 12:46,United States,Parent,25-34,Male,Referred,11,0,0
2014-09-02 03:22,United Kingdom,Parent,25-34,Male,Unbranded Search,2,0,0
2014-09-06 23:04,United States,Parent,25-34,Male,Unbranded Search,11,0,0
2014-09-09 13:21,United States,Parent,25-34,Male,Unbranded Search,12,0,0
2014-08-04 00:18,Puerto Rico,Parent,35-44,Male,Direct,10,1,59.42
2014-08-04 13:45,United States,Parent,35-44,Male,Direct,2,0,0
2014-08-11 21:17,Australia,Parent,35-44,Male,Direct,12,1,113.07
2014-09-02 15:31,United States,Parent,35-44,Male,Direct,8,0,0
2014-08-24 15:45,United States,Parent,35-44,Male,Social,5,0,0
2014-08-08 04:37,Malta,Parent,35-44,Male,Unbranded Search,3,0,0
2014-08-14 15:17,United States,Parent,35-44,Male,Unbranded Search,1,0,0
2014-09-10 09:05,United States,Parent,35-44,Male,Unbranded Search,9,0,0
2014-08-12 05:40,India,Parent,45-54,Male,Unbranded Search,4,0,0
2014-07-26 18:48,United States,Parent,Less than 18,Male,Direct,4,0,0
2014-07-30 17:53,United States,Parent,Less than 18,Male,Direct,12,0,0
2014-08-13 09:05,United States,Parent,Less than 18,Male,Direct,6,0,0
2014-08-21 12:22,United States,Parent,Less than 18,Male,Direct,12,0,0
2014-09-02 11:27,United States,Parent,Less than 18,Male,Direct,6,0,0
2014-09-10 14:27,United States,Parent,Less than 18,Male,Direct,3,0,0
2014-07-27 05:26,Australia,Parent,Less than 18,Male,Unbranded Search,12,0,0
2014-08-11 18:51,United States,Parent,Less than 18,Male,Unbranded Search,10,0,0
2014-08-01 15:59,United States,Parent,35-44,Female,Direct,12,0,0
2014-08-26 12:07,United States,Parent,Less than 18,Female,Direct,2,0,0
2014-07-30 13:06,United States,Parent,55-64,Female,Direct,5,0,0
2014-09-04 07:42,United States,Parent,18-24,Female,Direct,2,0,0
2014-08-19 23:02,United States,Parent,55-64,Female,Unbranded Search,3,0,0
2014-09-01 22:26,United States,Parent,25-34,NA,Unbranded Search,11,0,0
2014-08-30 21:49,United States,Parent,35-44,NA,Referred,10,0,0
2014-08-03 18:20,United States,Parent,35-44,NA,Unbranded Search,7,1,107.88
2014-08-06 12:09,United States,Parent,35-44,NA,Unbranded Search,12,0,0
2014-07-29 15:10,United States,Parent,35-44,NA,Branded Search,12,0,0
2014-08-02 15:41,United States,Parent,45-54,NA,Branded Search,2,0,0
2014-08-04 18:59,United States,Parent,55-64,NA,Branded Search,8,0,0
2014-08-05 21:32,United States,Parent,18-24,NA,Branded Search,4,0,0
2014-08-06 11:07,United States,Parent,25-34,NA,Branded Search,12,1,98.92
2014-08-08 16:07,United States,Parent,35-44,NA,Branded Search,10,0,0
2014-08-12 07:08,Malta,Parent,45-54,NA,Branded Search,2,0,0
2014-08-12 17:44,United States,Parent,55-64,NA,Branded Search,5,0,0
